question_id,mode,prompt,choice_a,choice_b,choice_c,choice_d,answer,explanation,wrong_choice_notes,tags,difficulty,choice_a_color_name,choice_a_color_hex,choice_a_pccs,choice_a_munsell,choice_a_color_source,choice_b_color_name,choice_b_color_hex,choice_b_pccs,choice_b_munsell,choice_b_color_source,choice_c_color_name,choice_c_color_hex,choice_c_pccs,choice_c_munsell,choice_c_color_source,choice_d_color_name,choice_d_color_hex,choice_d_pccs,choice_d_munsell,choice_d_color_source,answer_color_name,answer_color_hex,answer_pccs,answer_munsell,answer_color_source,show_color_after_answer,color_data_status
kanyou_new_022,flower_to_name,ニオイムラサキの花にちなむ紫系の外来色名を選びなさい。,ヒヤシンス,ラベンダー,モーブ,ヘリオトロープ,ヘリオトロープ,正解はヘリオトロープ。JIS物体色の慣用色名リストでは、ニオイムラサキの花の色。 マンセル値は2P 5/10.5。,ヒヤシンス：ヒヤシンスの花の色。 / ラベンダー：ラベンダーの花の色。 / モーブ：葵の花の色。,外来色名|紫系|花由来,やや難,ヒヤシンス,#7586BB,,5.5PB 5.5/6,外来色名,ラベンダー,#9E8EAE,sf22,5P 6/3,外来色名,モーブ,#835FA8,V22,5P 4.5/9,外来色名,ヘリオトロープ,#836DC5,,2P 5/10.5,外来色名,ヘリオトロープ,#836DC5,,2P 5/10.5,外来色名,TRUE,complete
kanyou_new_023,flower_to_name,葵を意味するフランス語に由来し、合成染料史とも関わる紫系の色名を選びなさい。,マゼンタ,ヘリオトロープ,モーブ,パープル,モーブ,正解はモーブ。JIS物体色の慣用色名リストでは、葵の花の色。 マンセル値は5P 4.5/9。 PCCS近似値はV22。,パープル：貝紫（貝から採れる分泌液の染料）に由来。 / マゼンタ：マゼンタはイタリアの地名。 / ヘリオトロープ：ニオイムラサキの花の色。,外来色名|紫系|花由来|染料,やや難,マゼンタ,#C949A2,V24,5RP 5/14,外来色名,ヘリオトロープ,#836DC5,,2P 5/10.5,外来色名,モーブ,#835FA8,V22,5P 4.5/9,外来色名,パープル,#A260BF,b22,7.5P 5/12,外来色名,モーブ,#835FA8,V22,5P 4.5/9,外来色名,TRUE,complete
kanyou_new_024,flower_to_name,球根植物の花にちなむ青紫系の外来色名を選びなさい。,セルリアンブルー,ヒヤシンス,ウィスタリア,バイオレット,ヒヤシンス,正解はヒヤシンス。JIS物体色の慣用色名リストでは、ヒヤシンスの花の色。 マンセル値は5.5PB 5.5/6。,ウィスタリア：ウィスタリア＝藤の花の色。 / バイオレット：菫の花の色。 / セルリアンブルー：硫酸コバルトと酸化亜鉛と珪酸から合成される青色顔料が由来。,外来色名|青紫系|花由来,標準,セルリアンブルー,#0B74AF,,9B 4.5/9,外来色名,ヒヤシンス,#7586BB,,5.5PB 5.5/6,外来色名,ウィスタリア,#776ED2,,10PB 5/12,外来色名,バイオレット,#6D52AB,V21,2.5P 4/11,外来色名,ヒヤシンス,#7586BB,,5.5PB 5.5/6,外来色名,TRUE,complete
kanyou_new_025,flower_to_name,紙のように薄い花弁をもつ草花にちなむ鮮やかな赤の外来色名を選びなさい。,ポピーレッド,スカーレット,トマトレッド,カーマイン,ポピーレッド,正解はポピーレッド。JIS物体色の慣用色名リストでは、ポピーの花の色。 マンセル値は4R 5/14。,スカーレット：貝殻虫のケルメス、コチニールによる染色の色。 / トマトレッド：トマトのような赤色。 / カーマイン：カーマイン（洋紅）はコチニールカイガラムシから得られる深紅色の染料で、食品着色料などにも用いられる。,外来色名|赤系|花由来,標準,ポピーレッド,#DD4157,,4R 5/14,外来色名,スカーレット,#DE4335,,7R 5/14,外来色名,トマトレッド,#DE424C,,5R 5/14,外来色名,カーマイン,#BE1E3E,V2,4R 4/14,外来色名,ポピーレッド,#DD4157,,4R 5/14,外来色名,TRUE,complete
kanyou_new_026,flower_to_name,丸い花序が目立つ園芸花にちなむ、黄橙系の外来色名を選びなさい。,ゴールデンイエロー,ネープルスイエロー,ジョンブリアン,マリーゴールド,マリーゴールド,正解はマリーゴールド。JIS物体色の慣用色名リストでは、マリーゴールド（金盞花）の花の色。 マンセル値は8YR 7.5/13。 PCCS近似値はV6。,ゴールデンイエロー：ゴールドの印象を与える黄色。 / ネープルスイエロー：イタリアの都市ナポリに由来。 / ジョンブリアン：フランス語で「輝く黄色」という意味。,外来色名|黄橙系|花由来,標準,ゴールデンイエロー,#F39A38,,7.5YR 7/10,外来色名,ネープルスイエロー,#F2C26B,lt8,2.5Y 8/7.5,外来色名,ジョンブリアン,#FFCC00,V8,5Y 8.5/14,外来色名,マリーゴールド,#FFA000,V6,8YR 7.5/13,外来色名,マリーゴールド,#FFA000,V6,8YR 7.5/13,外来色名,TRUE,complete
kanyou_new_027,flower_to_name,夏の大輪花のような鮮やかな黄色を表す和色名を選びなさい。,山吹色,黄色,ひまわり色,たんぽぽ色,ひまわり色,正解はひまわり色。JIS物体色の慣用色名リストでは、ヒマワリ（向日葵）の花のような鮮やかな黄色に由来する色名。 マンセル値は2Y 8/14。,たんぽぽ色：タンポポ（蒲公英）の花の鮮やかな黄色にちなむ色名。 / 山吹色：バラ科の山吹（ヤマブキ）の花の鮮やかな黄金色にちなむ伝統色。 / 黄色：最も鮮やかな基本色名の一つで、語源は「木の葉が黄ばむ色」や「生（新鮮な）色」など諸説ある。,和色名|黄系|花由来,標準,山吹色,#FFA500,V7,10YR 7.5/13,和色名,黄色,#FFBE00,,5Y 8/14,和色名,ひまわり色,#FFB500,,2Y 8/14,和色名,たんぽぽ色,#FFBE00,,5Y 8/14,和色名,ひまわり色,#FFB500,,2Y 8/14,和色名,TRUE,complete
kanyou_new_028,flower_to_name,春の野に咲くキク科草花の黄色にちなむ色名を選びなさい。,中黄,たんぽぽ色,ひまわり色,刈安（かりやす）色,たんぽぽ色,正解はたんぽぽ色。JIS物体色の慣用色名リストでは、タンポポ（蒲公英）の花の鮮やかな黄色にちなむ色名。 マンセル値は5Y 8/14。,ひまわり色：ヒマワリ（向日葵）の花のような鮮やかな黄色に由来する色名。 / 刈安（かりやす）色：平安期から用いられた染料植物・刈安を使った淡黄に由来する色名。 / 中黄：標準的な鮮やかな黄色を指す色名で、JISではカラー印刷用イエローインクの色。,和色名|黄系|花由来,標準,中黄,#FAD43A,,5Y 8.5/11,和色名,たんぽぽ色,#FFBE00,,5Y 8/14,和色名,ひまわり色,#FFB500,,2Y 8/14,和色名,刈安（かりやす）色,#EED67E,,7Y 8.5/7,和色名,たんぽぽ色,#FFBE00,,5Y 8/14,和色名,TRUE,complete
kanyou_new_029,flower_to_name,晩春に咲く黄色い花の黄金色を表す和色名を選びなさい。,山吹色,金茶,うこん色,マリーゴールド,山吹色,正解は山吹色。JIS物体色の慣用色名リストでは、バラ科の山吹（ヤマブキ）の花の鮮やかな黄金色にちなむ伝統色。 マンセル値は10YR 7.5/13。 PCCS近似値はV7。,金茶：金色がかった茶色という意味で、やや黄みを帯びた濃い茶色を指す色名。 / うこん色：ウコン（鬱金、ターメリック）の根を原料とした染料の黄色に由来。 / マリーゴールド：マリーゴールド（金盞花）の花の色。,和色名|黄系|花由来,標準,山吹色,#FFA500,V7,10YR 7.5/13,和色名,金茶,#C47600,,9YR 5.5/10,和色名,うこん色,#FCAC00,,2Y 7.5/12,和色名,マリーゴールド,#FFA000,V6,8YR 7.5/13,外来色名,山吹色,#FFA500,V7,10YR 7.5/13,和色名,TRUE,complete
kanyou_new_030,flower_to_name,香料にも使われる観賞花の華やかな紅色に由来する和色名を選びなさい。,ローズ,ローズピンク,牡丹（ぼたん）色,ばら色,ばら色,正解はばら色。JIS物体色の慣用色名リストでは、薔薇の花のような華やかな紅色に由来。 マンセル値は1R 5/13。,ローズ：薔薇の花のような色。 / ローズピンク：薔薇の花の色が由来。 / 牡丹（ぼたん）色：牡丹の花のような鮮やかな赤紫色にちなむ豪華な色。,和色名|赤系|花由来,標準,ローズ,#D94177,,1R 5/14,外来色名,ローズピンク,#EF93B6,lt24,10RP 7/8,外来色名,牡丹（ぼたん）色,#C24DAE,,3RP 5/14,和色名,ばら色,#D34778,,1R 5/13,和色名,ばら色,#D34778,,1R 5/13,和色名,TRUE,complete
kanyou_new_031,plant_dye_to_name,南方産マメ科樹木の心材を煎じ、その染汁で染めた渋い紅色を選びなさい。,紅色,えんじ,蘇芳（すおう）,茜（あかね）色,蘇芳（すおう）,正解は蘇芳（すおう）。JIS物体色の慣用色名リストでは、インド原産のマメ科植物スオウ（蘇芳）で染めた赤色に由来し、渋い紅色を呈します。 マンセル値は4R 4/7。 PCCS近似値はd2。,茜（あかね）色：アカネ（茜草）の根で染めた赤色（茜染め）に由来し、黄みを帯びた渋い赤。 / 紅色：紅花から抽出した赤色染料（紅）の色に由来し、古くは「くれない（紅）」と呼ばれた赤。 / えんじ：古代中国の燕の国から伝来した赤色染料「燕脂（えんじ）」に由来する色。,和色名|植物染料|赤系|重点|過去問風2025,やや難,紅色,#BD1E48,,3R 4/14,和色名,えんじ,#AE3846,,4R 4/11,和色名,蘇芳（すおう）,#974B52,d2,4R 4/7,和色名,茜（あかね）色,#A0283A,,4R 3.5/11,和色名,蘇芳（すおう）,#974B52,d2,4R 4/7,和色名,TRUE,complete
kanyou_new_032,plant_dye_to_name,つる性植物の根を用いる染色にちなむ、黄みを帯びた渋い赤を選びなさい。,紅赤,茜（あかね）色,蘇芳（すおう）,えんじ,茜（あかね）色,正解は茜（あかね）色。JIS物体色の慣用色名リストでは、アカネ（茜草）の根で染めた赤色（茜染め）に由来し、黄みを帯びた渋い赤。 マンセル値は4R 3.5/11。,蘇芳（すおう）：インド原産のマメ科植物スオウ（蘇芳）で染めた赤色に由来し、渋い紅色を呈します。 / えんじ：古代中国の燕の国から伝来した赤色染料「燕脂（えんじ）」に由来する色。 / 紅赤：紅花由来の赤をさらに青み寄りに表現した色名で、金赤（黄み寄りの赤）と対になる。,和色名|植物染料|赤系|重点,標準,紅赤,#B92946,,3.5R 4/13,和色名,茜（あかね）色,#A0283A,,4R 3.5/11,和色名,蘇芳（すおう）,#974B52,d2,4R 4/7,和色名,えんじ,#AE3846,,4R 4/11,和色名,茜（あかね）色,#A0283A,,4R 3.5/11,和色名,TRUE,complete
kanyou_new_033,plant_dye_to_name,キク科植物から得た染料の色に由来する、伝統的な赤を選びなさい。,紅色,韓紅花（からくれない）,紅赤,金赤,紅色,正解は紅色。JIS物体色の慣用色名リストでは、紅花から抽出した赤色染料（紅）の色に由来し、古くは「くれない（紅）」と呼ばれた赤。 マンセル値は3R 4/14。,韓紅花（からくれない）：呉（中国）から渡来の意。 / 紅赤：紅花由来の赤をさらに青み寄りに表現した色名で、金赤（黄み寄りの赤）と対になる。 / 金赤：少し黄みを帯びた鮮やかな赤色で、金属的な輝きを感じさせることが名前の由来。,和色名|植物染料|赤系|重点,標準,紅色,#BD1E48,,3R 4/14,和色名,韓紅花（からくれない）,#E3557F,b2,1.5R 5.5/13,和色名,紅赤,#B92946,,3.5R 4/13,和色名,金赤,#ED542A,,9R 5.5/14,和色名,紅色,#BD1E48,,3R 4/14,和色名,TRUE,complete
kanyou_new_034,plant_dye_to_name,キク科植物で濃く染めた、舶来風の華やかさを込めた赤系の色名を選びなさい。,紅色,紅赤,黄丹（おうに）,韓紅花（からくれない）,韓紅花（からくれない）,正解は韓紅花（からくれない）。JIS物体色の慣用色名リストでは、呉（中国）から渡来の意。 マンセル値は1.5R 5.5/13。 PCCS近似値はb2。,紅色：紅花から抽出した赤色染料（紅）の色に由来し、古くは「くれない（紅）」と呼ばれた赤。 / 紅赤：紅花由来の赤をさらに青み寄りに表現した色名で、金赤（黄み寄りの赤）と対になる。 / 黄丹（おうに）：紅花と梔子（くちなし）の染料で染めた鮮やかな橙色に由来し、平安貴族の装束にも用いられた。,和色名|植物染料|赤系|歴史色,やや難,紅色,#BD1E48,,3R 4/14,和色名,紅赤,#B92946,,3.5R 4/13,和色名,黄丹（おうに）,#EF6D3E,b4,10R 6/12,和色名,韓紅花（からくれない）,#E3557F,b2,1.5R 5.5/13,和色名,韓紅花（からくれない）,#E3557F,b2,1.5R 5.5/13,和色名,TRUE,complete
kanyou_new_035,plant_dye_to_name,青み寄りの鮮赤で、金赤と対になる色名を選びなさい。,赤,カーマイン,紅赤,金赤,紅赤,正解は紅赤。JIS物体色の慣用色名リストでは、紅花由来の赤をさらに青み寄りに表現した色名で、金赤（黄み寄りの赤）と対になる。 マンセル値は3.5R 4/13。,金赤：少し黄みを帯びた鮮やかな赤色で、金属的な輝きを感じさせることが名前の由来。 / 赤：「明し（あかし）」＝明るい様子を表す古語が語源で、鮮やかさを意味する基本色名。 / カーマイン：カーマイン（洋紅）はコチニールカイガラムシから得られる深紅色の染料で、食品着色料などにも用いられる。,和色名|赤系|紛らわしい,やや難,赤,#BF1E33,,5R 4/14,和色名,カーマイン,#BE1E3E,V2,4R 4/14,外来色名,紅赤,#B92946,,3.5R 4/13,和色名,金赤,#ED542A,,9R 5.5/14,和色名,紅赤,#B92946,,3.5R 4/13,和色名,TRUE,complete
kanyou_new_036,plant_dye_to_name,紅花と梔子で染めた、皇太子の袍にも関わる鮮やかな橙色を選びなさい。,こうじ色,黄丹（おうに）,柿色,橙色,黄丹（おうに）,正解は黄丹（おうに）。JIS物体色の慣用色名リストでは、紅花と梔子（くちなし）の染料で染めた鮮やかな橙色に由来し、平安貴族の装束にも用いられた。 マンセル値は10R 6/12。 PCCS近似値はb4。,柿色：熟した柿の実のような黄橙色に由来する和色名。 / 橙色：ミカン科の果実・橙（だいだい）の皮の色に由来する伝統色。 / こうじ色：平安以来の蜜柑の古品種『柑子』の果皮の色に由来する橙色。,和色名|植物染料|黄赤系|歴史色,やや難,こうじ色,#FFA75E,b6,5.5YR 7.5/9,和色名,黄丹（おうに）,#EF6D3E,b4,10R 6/12,和色名,柿色,#E06030,,10R 5.5/12,和色名,橙色,#FD7E00,,5YR 6.5/13,和色名,黄丹（おうに）,#EF6D3E,b4,10R 6/12,和色名,TRUE,complete
kanyou_new_037,plant_dye_to_name,平安期から使われた染料植物に由来する、淡い黄色を選びなさい。,刈安（かりやす）色,うこん色,きはだ色,芥子（からし）色,刈安（かりやす）色,正解は刈安（かりやす）色。JIS物体色の慣用色名リストでは、平安期から用いられた染料植物・刈安を使った淡黄に由来する色名。 マンセル値は7Y 8.5/7。,うこん色：ウコン（鬱金、ターメリック）の根を原料とした染料の黄色に由来。 / きはだ色：キハダ（黄蘗）の樹皮で染めた黄緑に由来し、澄んだ黄緑色を指します。 / 芥子（からし）色：練り辛子（和からし）のような黄褐色に由来する和色名。,和色名|植物染料|黄系|重点,標準,刈安（かりやす）色,#EED67E,,7Y 8.5/7,和色名,うこん色,#FCAC00,,2Y 7.5/12,和色名,きはだ色,#D9CB65,,9Y 8/8,和色名,芥子（からし）色,#CDA966,,3Y 7/6,和色名,刈安（かりやす）色,#EED67E,,7Y 8.5/7,和色名,TRUE,complete
kanyou_new_038,plant_dye_to_name,ターメリックの根茎に含まれる色素にちなむ黄色を選びなさい。,刈安（かりやす）色,きはだ色,山吹色,うこん色,うこん色,正解はうこん色。JIS物体色の慣用色名リストでは、ウコン（鬱金、ターメリック）の根を原料とした染料の黄色に由来。 マンセル値は2Y 7.5/12。,刈安（かりやす）色：平安期から用いられた染料植物・刈安を使った淡黄に由来する色名。 / きはだ色：キハダ（黄蘗）の樹皮で染めた黄緑に由来し、澄んだ黄緑色を指します。 / 山吹色：バラ科の山吹（ヤマブキ）の花の鮮やかな黄金色にちなむ伝統色。,和色名|植物染料|黄系,標準,刈安（かりやす）色,#EED67E,,7Y 8.5/7,和色名,きはだ色,#D9CB65,,9Y 8/8,和色名,山吹色,#FFA500,V7,10YR 7.5/13,和色名,うこん色,#FCAC00,,2Y 7.5/12,和色名,うこん色,#FCAC00,,2Y 7.5/12,和色名,TRUE,complete
kanyou_new_039,plant_dye_to_name,ミカン科樹木の樹皮で染めた、澄んだ黄緑を表す色名を選びなさい。,ひわ色,萌黄（もえぎ）,きはだ色,刈安（かりやす）色,きはだ色,正解はきはだ色。JIS物体色の慣用色名リストでは、キハダ（黄蘗）の樹皮で染めた黄緑に由来し、澄んだ黄緑色を指します。 マンセル値は9Y 8/8。,刈安（かりやす）色：平安期から用いられた染料植物・刈安を使った淡黄に由来する色名。 / ひわ色：アトリ科の小鳥・鶸（ヒワ）の羽の色にちなむ黄緑色。 / 萌黄（もえぎ）：春先に木々が萌え出す時期の強い黄緑色に由来し、「萌木（もえぎ）」に通じる色名。,和色名|植物染料|黄緑系,標準,ひわ色,#C2C05C,,1GY 7.5/8,和色名,萌黄（もえぎ）,#96AA3D,,4GY 6.5/9,和色名,きはだ色,#D9CB65,,9Y 8/8,和色名,刈安（かりやす）色,#EED67E,,7Y 8.5/7,和色名,きはだ色,#D9CB65,,9Y 8/8,和色名,TRUE,complete
kanyou_new_040,plant_dye_to_name,タデ科植物で染めた濃紺色に由来する伝統的な青を選びなさい。,勝色（かちいろ）,藍色,はなだ色,紺色,藍色,正解は藍色。JIS物体色の慣用色名リストでは、タデ藍（蓼藍）で染めた濃紺色に由来する伝統的な青 マンセル値は2PB 3/5。 PCCS近似値はdk18。,はなだ色：「はなだ」は青色を意味する古語で、古来から伝わる鮮やかな青色。 / 紺色：藍染めで得られる暗く濃い青色で、江戸時代には庶民の衣服に広く用いられました。 / 勝色（かちいろ）：藍染の極めて濃い青色で、「勝つ色」に通じるとして武士に縁起を担がれた色。,和色名|植物染料|青系|重点,標準,勝色（かちいろ）,#383C57,,7PB 2.5/3,和色名,藍色,#2E4B71,dk18,2PB 3/5,和色名,はなだ色,#3C639B,,3PB 4/7.5,和色名,紺色,#333C5E,,6PB 2.5/4,和色名,藍色,#2E4B71,dk18,2PB 3/5,和色名,TRUE,complete
kanyou_new_041,plant_dye_to_name,藍染の極めて濃い青で、武士が縁起を担いだ色名を選びなさい。,勝色（かちいろ）,濃藍（こいあい）,紺藍,鉄紺,勝色（かちいろ）,正解は勝色（かちいろ）。JIS物体色の慣用色名リストでは、藍染の極めて濃い青色で、「勝つ色」に通じるとして武士に縁起を担がれた色 マンセル値は7PB 2.5/3。,濃藍（こいあい）：「濃い藍色」の意で、ごく暗い藍色を指します。 / 紺藍：紺も藍も藍染めの色名で、二つを重ねてより深い藍色を表現した色名。 / 鉄紺：鉄のような鈍い光沢を帯びた紺色という意味で、黒みがかった濃青色。,和色名|植物染料|青系|歴史色,やや難,勝色（かちいろ）,#383C57,,7PB 2.5/3,和色名,濃藍（こいあい）,#20324E,,2PB 2/3.5,和色名,紺藍,#35357D,,9PB 2.5/9.5,和色名,鉄紺,#232538,,7.5PB 1.5/2,和色名,勝色（かちいろ）,#383C57,,7PB 2.5/3,和色名,TRUE,complete
kanyou_new_042,plant_dye_to_name,藍瓶を少し覗き込んだだけで染まったような、極淡い藍色を選びなさい。,水色,水浅葱,白群（びゃくぐん）,かめのぞき,かめのぞき,正解はかめのぞき。JIS物体色の慣用色名リストでは、藍瓶（染色壺）を少し覗き込んだだけで染まった極淡い藍色 マンセル値は4.5B 7/4。,水色：澄んだ水を思わせる淡い青色に由来する色名。 / 水浅葱：浅葱色に水色を帯びさせた柔らかな青緑色。 / 白群（びゃくぐん）：岩絵具の群青を白で淡く溶いたような青緑色であることからこの名に。,和色名|植物染料|青系|比喩,やや難,水色,#A9CEEC,,6B 8/4,和色名,水浅葱,#7A99AA,,1.5B 6/3,和色名,白群（びゃくぐん）,#84B5CF,,3B 7/4.5,和色名,かめのぞき,#8CB4CE,,4.5B 7/4,和色名,かめのぞき,#8CB4CE,,4.5B 7/4,和色名,TRUE,complete
kanyou_new_043,plant_dye_to_name,明るい青緑を少しくすませ、古びた風合いを加えた色名を選びなさい。,浅葱（あさぎ）色,青竹色,錆浅葱,水浅葱,錆浅葱,正解は錆浅葱。JIS物体色の慣用色名リストでは、浅葱色を少しくすませ錆びた風合いにした穏やかな青緑色。 マンセル値は10BG 5.5/3。,水浅葱：浅葱色に水色を帯びさせた柔らかな青緑色。 / 浅葱（あさぎ）色：浅葱（あさつき）の葉のような薄い青緑色にちなむ江戸の代表的な水色。 / 青竹色：成長した竹の幹の青みを帯びた緑色に由来する伝統色。,和色名|青緑系|藍染|紛らわしい,やや難,浅葱（あさぎ）色,#0087AA,,2.5B 5/8,和色名,青竹色,#7AAAAC,sf12,2.5BG 6.5/4,和色名,錆浅葱,#6C8D9B,,10BG 5.5/3,和色名,水浅葱,#7A99AA,,1.5B 6/3,和色名,錆浅葱,#6C8D9B,,10BG 5.5/3,和色名,TRUE,complete
kanyou_new_044,plant_dye_to_name,明るい青緑に淡い青みを帯びさせた、柔らかな色名を選びなさい。,新橋色,水浅葱,錆浅葱,浅葱（あさぎ）色,水浅葱,正解は水浅葱。JIS物体色の慣用色名リストでは、浅葱色に水色を帯びさせた柔らかな青緑色 マンセル値は1.5B 6/3。,錆浅葱：浅葱色を少しくすませ錆びた風合いにした穏やかな青緑色。 / 浅葱（あさぎ）色：浅葱（あさつき）の葉のような薄い青緑色にちなむ江戸の代表的な水色。 / 新橋色：明治時代に新橋の粋な若者に好まれた鮮やかな水色に由来。,和色名|青緑系|藍染|紛らわしい,やや難,新橋色,#69AAC6,,2.5B 6.5/5.5,和色名,水浅葱,#7A99AA,,1.5B 6/3,和色名,錆浅葱,#6C8D9B,,10BG 5.5/3,和色名,浅葱（あさぎ）色,#0087AA,,2.5B 5/8,和色名,水浅葱,#7A99AA,,1.5B 6/3,和色名,TRUE,complete
kanyou_new_045,plant_dye_to_name,古くから青色を意味した語に由来する、鮮やかな青を選びなさい。,はなだ色,藍色,露草色,青,はなだ色,正解ははなだ色。JIS物体色の慣用色名リストでは、「はなだ」は青色を意味する古語で、古来から伝わる鮮やかな青色 マンセル値は3PB 4/7.5。,藍色：タデ藍（蓼藍）で染めた濃紺色に由来する伝統的な青。 / 露草色：露草（ツユクサ）の花から取れる青い染料のような鮮やかな青。 / 青：RGB加法混色の三原色の一つに相当し、古代より「あお（青）」と称された鮮やかな基本色。,和色名|青系|古語,標準,はなだ色,#3C639B,,3PB 4/7.5,和色名,藍色,#2E4B71,dk18,2PB 3/5,和色名,露草色,#3D7CCE,,3PB 5/11,和色名,青,#0067C0,,10B 4/14,和色名,はなだ色,#3C639B,,3PB 4/7.5,和色名,TRUE,complete
kanyou_new_046,mineral_to_name,硫化水銀を主成分とする辰砂の赤色顔料にちなみ、印肉にも関わる色名を選びなさい。,鉛丹（えんたん）色,バーミリオン,スカーレット,朱色,朱色,正解は朱色。JIS物体色の慣用色名リストでは、硫化水銀から作る朱（辰砂）の赤色顔料に由来し、印肉に用いる黄みの赤。 マンセル値は6R 5.5/14。 PCCS近似値はV3。,鉛丹（えんたん）色：鉛丹（四酸化三鉛）という鉛系の赤色顔料の色に由来する色名。 / バーミリオン：硫化水銀の顔料の色。 / スカーレット：貝殻虫のケルメス、コチニールによる染色の色。,和色名|鉱物|顔料|赤系|重点,標準,鉛丹（えんたん）色,#D3503C,,7.5R 5/12,和色名,バーミリオン,#ED514E,,6R 5.5/14,外来色名,スカーレット,#DE4335,,7R 5/14,外来色名,朱色,#ED514E,V3,6R 5.5/14,和色名,朱色,#ED514E,V3,6R 5.5/14,和色名,TRUE,complete
kanyou_new_047,mineral_to_name,赤色無機顔料にちなむ、黄みを帯びた鮮やかな赤系の色名を選びなさい。,弁柄（べんがら）色,たいしゃ,鉛丹（えんたん）色,朱色,鉛丹（えんたん）色,正解は鉛丹（えんたん）色。JIS物体色の慣用色名リストでは、鉛丹（四酸化三鉛）という鉛系の赤色顔料の色に由来する色名 マンセル値は7.5R 5/12。,朱色：硫化水銀から作る朱（辰砂）の赤色顔料に由来し、印肉に用いる黄みの赤。 / 弁柄（べんがら）色：インド・ベンガル地方の赤土顔料（ベンガラ）に由来する赤褐色。 / たいしゃ：赤土（赭土）から作る顔料の黄赤色に由来する色名。,和色名|鉱物|顔料|赤系,やや難,弁柄（べんがら）色,#8A4031,,8R 3.5/7,和色名,たいしゃ,#BA6432,,2.5YR 5/8.5,和色名,鉛丹（えんたん）色,#D3503C,,7.5R 5/12,和色名,朱色,#ED514E,V3,6R 5.5/14,和色名,鉛丹（えんたん）色,#D3503C,,7.5R 5/12,和色名,TRUE,complete
kanyou_new_048,mineral_to_name,インド・ベンガル地方の赤土顔料に由来し、赤色酸化鉄を主とする赤褐色を選びなさい。,れんが色,弁柄（べんがら）色,たいしゃ,赤錆色,弁柄（べんがら）色,正解は弁柄（べんがら）色。JIS物体色の慣用色名リストでは、インド・ベンガル地方の赤土顔料（ベンガラ）に由来する赤褐色。 マンセル値は8R 3.5/7。,たいしゃ：赤土（赭土）から作る顔料の黄赤色に由来する色名。 / 赤錆色：鉄錆のような赤みを帯びた茶褐色にちなむ色名。 / れんが色：煉瓦のような赤褐色に由来する色名。,和色名|鉱物|顔料|赤系|重点,標準,れんが色,#974E33,,10R 4/7,和色名,弁柄（べんがら）色,#8A4031,,8R 3.5/7,和色名,たいしゃ,#BA6432,,2.5YR 5/8.5,和色名,赤錆色,#923A21,,9R 3.5/8.5,和色名,弁柄（べんがら）色,#8A4031,,8R 3.5/7,和色名,TRUE,complete
kanyou_new_049,mineral_to_name,鉄を含む赤土から作る顔料の黄赤色にちなむ色名を選びなさい。,たいしゃ,黄土色,弁柄（べんがら）色,バーントシェンナ,たいしゃ,正解はたいしゃ。JIS物体色の慣用色名リストでは、赤土（赭土）から作る顔料の黄赤色に由来する色名。 マンセル値は2.5YR 5/8.5。,黄土色：黄土（おうど）＝黄色っぽい土の色に由来する黄褐色。 / 弁柄（べんがら）色：インド・ベンガル地方の赤土顔料（ベンガラ）に由来する赤褐色。 / バーントシェンナ：トスカーナ地方の都市シエナ（Siena）に由来。,和色名|鉱物|顔料|黄赤系,やや難,たいしゃ,#BA6432,,2.5YR 5/8.5,和色名,黄土色,#C18A39,d6,10YR 6/7.5,和色名,弁柄（べんがら）色,#8A4031,,8R 3.5/7,和色名,バーントシェンナ,#A8593C,,10R 4.5/7.5,外来色名,たいしゃ,#BA6432,,2.5YR 5/8.5,和色名,TRUE,complete
kanyou_new_050,mineral_to_name,黄色っぽい土の色に由来する黄褐色を選びなさい。,たいしゃ,ローシェンナ,イエローオーカー,黄土色,黄土色,正解は黄土色。JIS物体色の慣用色名リストでは、黄土（おうど）＝黄色っぽい土の色に由来する黄褐色 マンセル値は10YR 6/7.5。 PCCS近似値はd6。,たいしゃ：赤土（赭土）から作る顔料の黄赤色に由来する色名。 / ローシェンナ：トスカーナ地方の都市シエナ（Siena）に由来。 / イエローオーカー：オーカーとは黄土（おうど）のこと。,和色名|土|顔料|黄系,標準,たいしゃ,#BA6432,,2.5YR 5/8.5,和色名,ローシェンナ,#BB6421,,4YR 5/9,外来色名,イエローオーカー,#C18A39,,10YR 6/7.5,外来色名,黄土色,#C18A39,d6,10YR 6/7.5,和色名,黄土色,#C18A39,d6,10YR 6/7.5,和色名,TRUE,complete
kanyou_new_051,mineral_to_name,酸化した鉄のような赤みを帯びた茶褐色を選びなさい。,弁柄（べんがら）色,れんが色,赤錆色,錆色,赤錆色,正解は赤錆色。JIS物体色の慣用色名リストでは、鉄錆のような赤みを帯びた茶褐色にちなむ色名。 マンセル値は9R 3.5/8.5。,錆色：錆びた鉄のような暗い茶色に由来します。 / 弁柄（べんがら）色：インド・ベンガル地方の赤土顔料（ベンガラ）に由来する赤褐色。 / れんが色：煉瓦のような赤褐色に由来する色名。,和色名|鉱物|錆|茶系,標準,弁柄（べんがら）色,#8A4031,,8R 3.5/7,和色名,れんが色,#974E33,,10R 4/7,和色名,赤錆色,#923A21,,9R 3.5/8.5,和色名,錆色,#664134,,10R 3/3.5,和色名,赤錆色,#923A21,,9R 3.5/8.5,和色名,TRUE,complete
